pair_id,event_id,city_id,region,split,year,t0,t1,delta_t_hours,delta_t_days,delta_t_bucket,eligibility,forcing_status,forecast_status,forecast_source,forecast_coverage_fraction,forecast_lead_min,forecast_lead_max,source_resolution,regridding_method,hydrology_status,label_valid_fraction,unknown_fraction
evt:2017-04-12|dhaka_ne|ENSEMBLE_FLOOD_20170412T120427_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_ne,dhaka_ne,train,2017,2017-04-12T12:04:27Z,2017-04-24T12:04:28Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.1142578125,0.8857421875
evt:2017-04-12|dhaka_ne|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_ne,dhaka_ne,train,2017,2017-04-24T12:04:28Z,2017-05-06T12:04:28Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.113525390625,0.886474609375
evt:2017-04-12|dhaka_ne|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170518T120429_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_ne,dhaka_ne,train,2017,2017-05-06T12:04:28Z,2017-05-18T12:04:29Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.113525390625,0.886474609375
evt:2017-04-12|dhaka_nw|ENSEMBLE_FLOOD_20170412T120427_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_nw,dhaka_nw,train,2017,2017-04-12T12:04:27Z,2017-04-24T12:04:28Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.327880859375,0.672119140625
evt:2017-04-12|dhaka_nw|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_nw,dhaka_nw,train,2017,2017-04-24T12:04:28Z,2017-05-06T12:04:28Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.3271484375,0.6728515625
evt:2017-04-12|dhaka_nw|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170518T120429_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_nw,dhaka_nw,train,2017,2017-05-06T12:04:28Z,2017-05-18T12:04:29Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.3271484375,0.6728515625
evt:2017-04-12|dhaka_se|ENSEMBLE_FLOOD_20170414T235551_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170426T235551_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_se,dhaka_se,train,2017,2017-04-14T23:55:51Z,2017-04-26T23:55:51Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7951388888888888,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.59765625,0.40234375
evt:2017-04-12|dhaka_se|ENSEMBLE_FLOOD_20170426T235551_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170508T235552_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_se,dhaka_se,train,2017,2017-04-26T23:55:51Z,2017-05-08T23:55:52Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7923875432525952,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.59765625,0.40234375
evt:2017-04-12|dhaka_se|ENSEMBLE_FLOOD_20170508T235552_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170520T235553_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_se,dhaka_se,train,2017,2017-05-08T23:55:52Z,2017-05-20T23:55:53Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7923875432525952,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.59765625,0.40234375
evt:2017-04-12|dhaka_sw|ENSEMBLE_FLOOD_20170414T235551_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170426T235551_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_sw,dhaka_sw,train,2017,2017-04-14T23:55:51Z,2017-04-26T23:55:51Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7951388888888888,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.81689453125,0.18310546875
evt:2017-04-12|dhaka_sw|ENSEMBLE_FLOOD_20170426T235551_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170508T235552_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_sw,dhaka_sw,train,2017,2017-04-26T23:55:51Z,2017-05-08T23:55:52Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7923875432525952,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.81689453125,0.18310546875
evt:2017-04-12|dhaka_sw|ENSEMBLE_FLOOD_20170508T235552_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170520T235553_VV_AS020M_E039N021T3,evt:2017-04-12,dhaka_sw,dhaka_sw,train,2017,2017-05-08T23:55:52Z,2017-05-20T23:55:53Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7923875432525952,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.81689453125,0.18310546875
evt:2017-04-12|kishoreganj|ENSEMBLE_FLOOD_20170412T120427_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3,evt:2017-04-12,kishoreganj,kishoreganj,train,2017,2017-04-12T12:04:27Z,2017-04-24T12:04:28Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2017-04-12|kishoreganj|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3,evt:2017-04-12,kishoreganj,kishoreganj,train,2017,2017-04-24T12:04:28Z,2017-05-06T12:04:28Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2017-04-12|kishoreganj|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170518T120429_VV_AS020M_E039N021T3,evt:2017-04-12,kishoreganj,kishoreganj,train,2017,2017-05-06T12:04:28Z,2017-05-18T12:04:29Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2017-04-12|netrokona|ENSEMBLE_FLOOD_20170412T120427_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3,evt:2017-04-12,netrokona,netrokona,train,2017,2017-04-12T12:04:27Z,2017-04-24T12:04:28Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2017-04-12|netrokona|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3,evt:2017-04-12,netrokona,netrokona,train,2017,2017-04-24T12:04:28Z,2017-05-06T12:04:28Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2017-04-12|netrokona|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170518T120429_VV_AS020M_E039N021T3,evt:2017-04-12,netrokona,netrokona,train,2017,2017-05-06T12:04:28Z,2017-05-18T12:04:29Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2017-04-12|sunamganj|ENSEMBLE_FLOOD_20170412T120427_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3,evt:2017-04-12,sunamganj,sunamganj,train,2017,2017-04-12T12:04:27Z,2017-04-24T12:04:28Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.676513671875,0.323486328125
evt:2017-04-12|sunamganj|ENSEMBLE_FLOOD_20170424T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3,evt:2017-04-12,sunamganj,sunamganj,train,2017,2017-04-24T12:04:28Z,2017-05-06T12:04:28Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.6796875,0.3203125
evt:2017-04-12|sunamganj|ENSEMBLE_FLOOD_20170506T120428_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170518T120429_VV_AS020M_E039N021T3,evt:2017-04-12,sunamganj,sunamganj,train,2017,2017-05-06T12:04:28Z,2017-05-18T12:04:29Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.679931640625,0.320068359375
evt:2017-07-31|dhaka_ne|ENSEMBLE_FLOOD_20170810T120434_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170822T120434_VV_AS020M_E039N021T3,evt:2017-07-31,dhaka_ne,dhaka_ne,train,2017,2017-08-10T12:04:34Z,2017-08-22T12:04:34Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.1142578125,0.8857421875
evt:2017-07-31|dhaka_nw|ENSEMBLE_FLOOD_20170810T120434_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170822T120434_VV_AS020M_E039N021T3,evt:2017-07-31,dhaka_nw,dhaka_nw,train,2017,2017-08-10T12:04:34Z,2017-08-22T12:04:34Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.327880859375,0.672119140625
evt:2017-07-31|dhaka_se|ENSEMBLE_FLOOD_20170731T235557_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170812T235557_VV_AS020M_E039N021T3,evt:2017-07-31,dhaka_se,dhaka_se,train,2017,2017-07-31T23:55:57Z,2017-08-12T23:55:57Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7951388888888888,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.5654296875,0.4345703125
evt:2017-07-31|dhaka_se|ENSEMBLE_FLOOD_20170812T235557_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170824T235558_VV_AS020M_E039N021T3,evt:2017-07-31,dhaka_se,dhaka_se,train,2017,2017-08-12T23:55:57Z,2017-08-24T23:55:58Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7923875432525952,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.597412109375,0.402587890625
evt:2017-07-31|dhaka_sw|ENSEMBLE_FLOOD_20170731T235557_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170812T235557_VV_AS020M_E039N021T3,evt:2017-07-31,dhaka_sw,dhaka_sw,train,2017,2017-07-31T23:55:57Z,2017-08-12T23:55:57Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7951388888888888,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.703857421875,0.296142578125
evt:2017-07-31|dhaka_sw|ENSEMBLE_FLOOD_20170812T235557_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170824T235558_VV_AS020M_E039N021T3,evt:2017-07-31,dhaka_sw,dhaka_sw,train,2017,2017-08-12T23:55:57Z,2017-08-24T23:55:58Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7923875432525952,12.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.81640625,0.18359375
evt:2017-07-31|kishoreganj|ENSEMBLE_FLOOD_20170810T120434_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170822T120434_VV_AS020M_E039N021T3,evt:2017-07-31,kishoreganj,kishoreganj,train,2017,2017-08-10T12:04:34Z,2017-08-22T12:04:34Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2017-07-31|netrokona|ENSEMBLE_FLOOD_20170810T120434_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170822T120434_VV_AS020M_E039N021T3,evt:2017-07-31,netrokona,netrokona,train,2017,2017-08-10T12:04:34Z,2017-08-22T12:04:34Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2017-07-31|sunamganj|ENSEMBLE_FLOOD_20170810T120434_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20170822T120434_VV_AS020M_E039N021T3,evt:2017-07-31,sunamganj,sunamganj,train,2017,2017-08-10T12:04:34Z,2017-08-22T12:04:34Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.683837890625,0.316162109375
evt:2018-01-13|dhaka_ne|ENSEMBLE_FLOOD_20180113T120433_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20180125T120433_VV_AS020M_E039N021T3,evt:2018-01-13,dhaka_ne,dhaka_ne,train,2018,2018-01-13T12:04:33Z,2018-01-25T12:04:33Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.1142578125,0.8857421875
evt:2018-01-13|dhaka_nw|ENSEMBLE_FLOOD_20180113T120433_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20180125T120433_VV_AS020M_E039N021T3,evt:2018-01-13,dhaka_nw,dhaka_nw,train,2018,2018-01-13T12:04:33Z,2018-01-25T12:04:33Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.327880859375,0.672119140625
evt:2018-01-13|kishoreganj|ENSEMBLE_FLOOD_20180113T120433_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20180125T120433_VV_AS020M_E039N021T3,evt:2018-01-13,kishoreganj,kishoreganj,train,2018,2018-01-13T12:04:33Z,2018-01-25T12:04:33Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2018-01-13|netrokona|ENSEMBLE_FLOOD_20180113T120433_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20180125T120433_VV_AS020M_E039N021T3,evt:2018-01-13,netrokona,netrokona,train,2018,2018-01-13T12:04:33Z,2018-01-25T12:04:33Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,1.0,0.0
evt:2018-01-13|sunamganj|ENSEMBLE_FLOOD_20180113T120433_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20180125T120433_VV_AS020M_E039N021T3,evt:2018-01-13,sunamganj,sunamganj,train,2018,2018-01-13T12:04:33Z,2018-01-25T12:04:33Z,288.0,12.0,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7916666666666666,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.682373046875,0.317626953125
evt:2018-06-06|dhaka_ne|ENSEMBLE_FLOOD_20180606T120436_VV_AS020M_E039N021T3|ENSEMBLE_FLOOD_20180618T120437_VV_AS020M_E039N021T3,evt:2018-06-06,dhaka_ne,dhaka_ne,train,2018,2018-06-06T12:04:36Z,2018-06-18T12:04:37Z,288.0002777777778,12.000011574074074,10-14 days,PARTIAL_CAUSAL,PARTIAL_CAUSAL,FORECAST_VINTAGE,weatherbench2-hres-ifs,0.7889273356401384,18.0,240.0,1.5° (240×121 equiangular with poles),nearest-neighbor point sample at proxy lat/lon; no 20 m downscale,MODELLED_STATE,0.1142578125,0.8857421875
